inchikey,annotation_status,n_input_rows,n_input_smiles,n_valid_smiles,n_unique_standardized_smiles,structure_conflict,representative_input_smiles,canonical_smiles,standardized_smiles,rdkit_inchikey,input_fragment_count,stereo_fallback_used,annotation_error_message,inchikey_exact_match,inchikey_connectivity_match,n_phenolic_OH,has_phenolic_OH,n_methoxy_aryl,has_methoxy_aryl,n_prenyl_like,has_prenyl_like,n_alpha_beta_unsaturated_carbonyl,has_alpha_beta_unsaturated_carbonyl,n_probable_sugar_rings,has_probable_sugar_ring,has_probable_sugar,bemis_murcko_scaffold_smiles,bemis_murcko_generic_scaffold_smiles,bemis_murcko_scaffold_atom_count,has_bemis_murcko_scaffold,murcko_framework,murko_framework,mw,exact_mw,logp,tpsa,fsp3,num_HBD,num_HBA,num_rings,num_aromatic_rings,num_rotatable_bonds,heavy_atom_number,formal_charge,fragment_count_after_standardization,selected_motif_count,is_simple_selected_motifs,decoration_combination,all_motif_combination,standardized_rdkit_inchikey,standardized_inchikey_exact_match,standardized_inchikey_connectivity_match,num_carbons,num_oxygens,num_nitrogens,num_sulfurs,num_halogens,largest_input_fragment_heavy_atoms,second_input_fragment_heavy_atoms,substantial_multicomponent_input,qc_zero_oxygen,qc_carbon_count_below_14,qc_contains_nitrogen,qc_contains_sulfur,qc_contains_halogen,primary_structure_eligible,structural_qc_status,structural_qc_reasons,class_np,family,genus,species,ref_id
DXPDVKIQWQRRGG-CMWLGVBASA-N,valid,1,1,1,1,False,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2O)coc2cc(O)cc(O)c12,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2O)coc2cc(O)cc(O)c12,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2O)coc2cc(O)cc(O)c12,DXPDVKIQWQRRGG-CMWLGVBASA-N,1,False,,True,True,3,True,0,False,0,False,0,False,1,True,True,O=c1c(-c2ccc(OC3CCCCO3)cc2)coc2ccccc12,CC1C2CCCCC2CCC1C1CCC(CC2CCCCC2)CC1,24,True,O=c1c(-c2ccc(OC3CCCCO3)cc2)coc2ccccc12,O=c1c(-c2ccc(OC3CCCCO3)cc2)coc2ccccc12,448.38000000000017,448.1005614599999,-0.2445000000000005,190.27999999999997,0.2857142857142857,7,11,4,3,4,32,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,DXPDVKIQWQRRGG-CMWLGVBASA-N,True,True,21,11,0,0,0,32,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae,Lupinus,Lupinus albus,10.1515/ZNC-1991-7-802
DXPLUBSZMWAOPG-BTLZLWOFSA-N,valid,1,1,1,1,False,O=c1c(-c2ccc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc2)coc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c12,O=c1c(-c2ccc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc2)coc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c12,O=c1c(-c2ccc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc2)coc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c12,DXPLUBSZMWAOPG-BTLZLWOFSA-N,1,False,,True,True,1,True,0,False,0,False,0,False,3,True,True,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,CC1C(C2CCC(CC3CCCCC3CC3CCCCC3)CC2)CCC2CC(CC3CCCCC3)CCC21,38,True,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,756.6630000000005,756.2112936799999,-4.652799999999988,328.35,0.5454545454545454,12,20,6,3,10,53,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,DXPLUBSZMWAOPG-BTLZLWOFSA-N,True,True,33,20,0,0,0,53,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae,Styphnolobium,Styphnolobium japonicum,10.1021/NP010081S
DXPLUBSZMWAOPG-MYQHGGFMSA-N,valid,1,1,1,1,False,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,DXPLUBSZMWAOPG-MYQHGGFMSA-N,1,False,,True,True,1,True,0,False,0,False,0,False,3,True,True,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,CC1C(C2CCC(CC3CCCCC3CC3CCCCC3)CC2)CCC2CC(CC3CCCCC3)CCC21,38,True,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,756.6630000000005,756.2112936799999,-4.652799999999988,328.35,0.5454545454545454,12,20,6,3,10,53,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,DXPLUBSZMWAOPG-MYQHGGFMSA-N,True,True,33,20,0,0,0,53,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae,Styphnolobium,Styphnolobium japonicum,10.1021/NP010081S
DXPLUBSZMWAOPG-TWSMYHQDSA-N,valid,1,1,1,1,False,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,DXPLUBSZMWAOPG-TWSMYHQDSA-N,1,False,,True,True,1,True,0,False,0,False,0,False,3,True,True,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,CC1C(C2CCC(CC3CCCCC3CC3CCCCC3)CC2)CCC2CC(CC3CCCCC3)CCC21,38,True,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,756.6630000000005,756.2112936799999,-4.652799999999988,328.35,0.5454545454545454,12,20,6,3,10,53,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,DXPLUBSZMWAOPG-TWSMYHQDSA-N,True,True,33,20,0,0,0,53,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae,Styphnolobium,Styphnolobium japonicum,10.1021/NP010081S
DXPLUBSZMWAOPG-UHFFFAOYSA-N,valid,1,1,1,1,False,O=c1c(-c2ccc(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,O=c1c(-c2ccc(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,O=c1c(-c2ccc(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,DXPLUBSZMWAOPG-UHFFFAOYSA-N,1,False,,True,True,1,True,0,False,0,False,0,False,3,True,True,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,CC1C(C2CCC(CC3CCCCC3CC3CCCCC3)CC2)CCC2CC(CC3CCCCC3)CCC21,38,True,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,O=c1c(-c2ccc(OC3OCCCC3OC3CCCCO3)cc2)coc2cc(OC3CCCCO3)ccc12,756.6630000000005,756.2112936799999,-4.652799999999988,328.35,0.5454545454545454,12,20,6,3,10,53,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,DXPLUBSZMWAOPG-UHFFFAOYSA-N,True,True,33,20,0,0,0,53,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae,Styphnolobium,Styphnolobium japonicum,10.1021/NP010081S
DXPXODNTDYQKTG-KEBDBYFISA-N,valid,1,1,1,1,False,CC(C)=CCC/C(C)=C/Cc1c(O)cc(-c2cc3ccc(O)cc3o2)c(CC=C(C)C)c1O,CC(C)=CCC/C(C)=C/Cc1c(O)cc(-c2cc3ccc(O)cc3o2)c(CC=C(C)C)c1O,CC(C)=CCC/C(C)=C/Cc1c(O)cc(-c2cc3ccc(O)cc3o2)c(CC=C(C)C)c1O,DXPXODNTDYQKTG-KEBDBYFISA-N,1,False,,True,True,3,True,0,False,3,True,0,False,0,False,False,c1ccc(-c2cc3ccccc3o2)cc1,C1CCC(C2CC3CCCCC3C2)CC1,15,True,c1ccc(-c2cc3ccccc3o2)cc1,c1ccc(-c2cc3ccccc3o2)cc1,446.5870000000002,446.24570956799994,7.960500000000009,73.83,0.3103448275862069,3,4,3,3,8,33,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,DXPXODNTDYQKTG-KEBDBYFISA-N,True,True,29,4,0,0,0,33,,False,False,False,False,False,False,True,pass,,2-arylbenzofurans,Moraceae,Artocarpus,Artocarpus petelotii,10.1002/HLCA.200590194
DXPXODNTDYQKTG-UHFFFAOYSA-N,valid,1,1,1,1,False,CC(C)=CCCC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)c(CC=C(C)C)c1O,CC(C)=CCCC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)c(CC=C(C)C)c1O,CC(C)=CCCC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)c(CC=C(C)C)c1O,DXPXODNTDYQKTG-UHFFFAOYSA-N,1,False,,True,True,3,True,0,False,3,True,0,False,0,False,False,c1ccc(-c2cc3ccccc3o2)cc1,C1CCC(C2CC3CCCCC3C2)CC1,15,True,c1ccc(-c2cc3ccccc3o2)cc1,c1ccc(-c2cc3ccccc3o2)cc1,446.5870000000002,446.24570956799994,7.960500000000009,73.83,0.3103448275862069,3,4,3,3,8,33,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,DXPXODNTDYQKTG-UHFFFAOYSA-N,True,True,29,4,0,0,0,33,,False,False,False,False,False,False,True,pass,,2-arylbenzofurans,Moraceae,Artocarpus,Artocarpus petelotii,10.1002/HLCA.200590194
DXRCZIARKKLMLL-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1ccc(-c2coc3cc(O)c(O)c(O)c3c2=O)cc1,COc1ccc(-c2coc3cc(O)c(O)c(O)c3c2=O)cc1,COc1ccc(-c2coc3cc(O)c(O)c(O)c3c2=O)cc1,DXRCZIARKKLMLL-UHFFFAOYSA-N,1,False,,True,True,3,True,1,True,0,False,0,False,0,False,False,O=c1c(-c2ccccc2)coc2ccccc12,CC1C2CCCCC2CCC1C1CCCCC1,17,True,O=c1c(-c2ccccc2)coc2ccccc12,O=c1c(-c2ccccc2)coc2ccccc12,300.266,300.063388104,2.5854000000000017,100.13,0.0625,3,6,3,3,2,22,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,DXRCZIARKKLMLL-UHFFFAOYSA-N,True,True,16,6,0,0,0,22,,False,False,False,False,False,False,True,pass,,Isoflavones,Asteraceae,Klasea,Klasea centauroides,10.1002/JCCS.200100040
DXRMPQWVXOWYBT-KDXMTYKHSA-N,valid,1,1,1,1,False,Cc1cc2c3c(c1)-c1c(O)cc(-c4cc5ccc(O)cc5o4)cc1O[C@]3(c1ccc(O)c(CCC(C)(C)O)c1O)Oc1cc(O)ccc1-2,Cc1cc2c3c(c1)-c1c(O)cc(-c4cc5ccc(O)cc5o4)cc1O[C@]3(c1ccc(O)c(CCC(C)(C)O)c1O)Oc1cc(O)ccc1-2,Cc1cc2c3c(c1)-c1c(O)cc(-c4cc5ccc(O)cc5o4)cc1O[C@]3(c1ccc(O)c(CCC(C)(C)O)c1O)Oc1cc(O)ccc1-2,DXRMPQWVXOWYBT-KDXMTYKHSA-N,1,False,,True,True,5,True,0,False,0,False,0,False,0,False,False,c1ccc(C23Oc4ccccc4-c4cccc(c42)-c2ccc(-c4cc5ccccc5o4)cc2O3)cc1,C1CCC(C23CC4CCCCC4C4CCCC(C5CCC(C6CC7CCCCC7C6)CC5C2)C43)CC1,36,True,c1ccc(C23Oc4ccccc4-c4cccc(c42)-c2ccc(-c4cc5ccccc5o4)cc2O3)cc1,c1ccc(C23Oc4ccccc4-c4cccc(c42)-c2ccc(-c4cc5ccccc5o4)cc2O3)cc1,644.6760000000004,644.2046326039999,7.959620000000007,152.98,0.1794871794871795,6,9,8,6,5,48,0,1,0,True,none_of_selected_motifs,phenolic_OH,DXRMPQWVXOWYBT-KDXMTYKHSA-N,True,True,39,9,0,0,0,48,,False,False,False,False,False,False,True,pass,,2-arylbenzofurans,Moraceae,Sorocea,Sorocea bonplandii,10.3987/COM-95-7247
DXRMPQWVXOWYBT-UHFFFAOYSA-N,valid,1,1,1,1,False,Cc1cc2c3c(c1)-c1c(O)cc(-c4cc5ccc(O)cc5o4)cc1OC3(c1ccc(O)c(CCC(C)(C)O)c1O)Oc1cc(O)ccc1-2,Cc1cc2c3c(c1)-c1c(O)cc(-c4cc5ccc(O)cc5o4)cc1OC3(c1ccc(O)c(CCC(C)(C)O)c1O)Oc1cc(O)ccc1-2,Cc1cc2c3c(c1)-c1c(O)cc(-c4cc5ccc(O)cc5o4)cc1OC3(c1ccc(O)c(CCC(C)(C)O)c1O)Oc1cc(O)ccc1-2,DXRMPQWVXOWYBT-UHFFFAOYSA-N,1,False,,True,True,5,True,0,False,0,False,0,False,0,False,False,c1ccc(C23Oc4ccccc4-c4cccc(c42)-c2ccc(-c4cc5ccccc5o4)cc2O3)cc1,C1CCC(C23CC4CCCCC4C4CCCC(C5CCC(C6CC7CCCCC7C6)CC5C2)C43)CC1,36,True,c1ccc(C23Oc4ccccc4-c4cccc(c42)-c2ccc(-c4cc5ccccc5o4)cc2O3)cc1,c1ccc(C23Oc4ccccc4-c4cccc(c42)-c2ccc(-c4cc5ccccc5o4)cc2O3)cc1,644.6760000000004,644.2046326039999,7.959620000000007,152.98,0.1794871794871795,6,9,8,6,5,48,0,1,0,True,none_of_selected_motifs,phenolic_OH,DXRMPQWVXOWYBT-UHFFFAOYSA-N,True,True,39,9,0,0,0,48,,False,False,False,False,False,False,True,pass,,2-arylbenzofurans,Moraceae,Sorocea,Sorocea bonplandii,10.3987/COM-95-7247
DXWGBJJLEDQBKS-LDBVRRDLSA-N,valid,9,1,1,1,False,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O,DXWGBJJLEDQBKS-LDBVRRDLSA-N,1,False,,True,True,2,True,0,False,0,False,0,False,1,True,True,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,CC1C(C2CCCCC2)CCC2CC(CC3CCCCC3)CCC21,24,True,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,474.4180000000001,474.1162115239999,0.6206999999999994,176.11999999999998,0.30434782608695654,5,11,4,3,5,34,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,DXWGBJJLEDQBKS-LDBVRRDLSA-N,True,True,23,11,0,0,0,34,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae;Malvaceae,Glycine;Hibiscus,Glycine;Glycine max;Hibiscus syriacus,10.1021/JF00044A016;10.1021/JF00044A017;10.1021/JF00063A016;10.1021/JF803870K;10.1055/S-2006-960841;10.1093/AJCN/68.6.1486S;10.1248/BPB.22.1193;10.1271/BBB1961.55.2227;10.1271/BBB1961.55.859
DXWGBJJLEDQBKS-UHFFFAOYSA-N,valid,1,1,1,1,False,CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,CC(=O)OCC1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,DXWGBJJLEDQBKS-UHFFFAOYSA-N,1,False,,True,True,2,True,0,False,0,False,0,False,1,True,True,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,CC1C(C2CCCCC2)CCC2CC(CC3CCCCC3)CCC21,24,True,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,O=c1c(-c2ccccc2)coc2cc(OC3CCCCO3)ccc12,474.4180000000001,474.1162115239999,0.6206999999999994,176.11999999999998,0.30434782608695654,5,11,4,3,5,34,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,DXWGBJJLEDQBKS-UHFFFAOYSA-N,True,True,23,11,0,0,0,34,,False,False,False,False,False,False,True,pass,,Isoflavones,Malvaceae,Hibiscus,Hibiscus syriacus,10.1055/S-2006-960841
DXYUAIFZCFRPTH-UHFFFAOYSA-N,valid,24,1,1,1,False,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,DXYUAIFZCFRPTH-UHFFFAOYSA-N,1,False,,True,True,2,True,1,True,0,False,0,False,0,False,False,O=c1c(-c2ccccc2)coc2ccccc12,CC1C2CCCCC2CCC1C1CCCCC1,17,True,O=c1c(-c2ccccc2)coc2ccccc12,O=c1c(-c2ccccc2)coc2ccccc12,284.26700000000005,284.068473484,2.8798000000000017,79.9,0.0625,2,5,3,3,2,21,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,DXYUAIFZCFRPTH-UHFFFAOYSA-N,True,True,16,5,0,0,0,21,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae;Rosaceae,Ammopiptanthus;Chesneya;Dalbergia;Glycine;Griffitharia;Pueraria;Trifolium;Wisteria,Ammopiptanthus mongolicus;Chesneya mongolica;Dalbergia frutescens;Glycine;Glycine max;Griffitharia vestita;Pueraria;Pueraria montana;Trifolium pratense;Wisteria brachybotrys,10.1002/HLCA.200890108;10.1002/JCCS.200400210;10.1002/JSFA.6142;10.1002/JSSC.200600289;10.1007/BF02976633;10.1007/S11418-010-0411-Z;10.1016/0031-9422(88)80628-9;10.1016/S0003-2670(01)01370-8;10.1016/S0031-9422(98)00729-8;10.1021/JF00044A017;10.1021/JF801905Y;10.1021/JF803870K;10.1021/NP000010D;10.1021/NP010606G;10.1021/NP980566P;10.1093/AJCN/68.6.1474S;10.1207/S15327914NC5402_5;10.1248/BPB.24.1117
DYDXQMQVVSSWFJ-KUCZMUFWSA-N,valid,1,1,1,1,False,CC(C)=CCC/C(C)=C/CCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,CC(C)=CCC/C(C)=C/CCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,CC(C)=CCC/C(C)=C/CCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,DYDXQMQVVSSWFJ-KUCZMUFWSA-N,1,False,,True,True,3,True,0,False,2,True,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,422.52100000000013,422.2093240599999,6.135200000000007,86.99000000000001,0.34615384615384615,3,5,3,2,7,31,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,DYDXQMQVVSSWFJ-KUCZMUFWSA-N,True,True,26,5,0,0,0,31,,False,False,False,False,False,False,True,pass,,Flavanones,Paulowniaceae,Paulownia,Paulownia tomentosa,10.3390/MOLECULES15096035
DYDXQMQVVSSWFJ-UHFFFAOYSA-N,valid,1,1,1,1,False,CC(C)=CCCC(C)=CCCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,CC(C)=CCCC(C)=CCCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,CC(C)=CCCC(C)=CCCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,DYDXQMQVVSSWFJ-UHFFFAOYSA-N,1,False,,True,True,3,True,0,False,2,True,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,422.52100000000013,422.2093240599999,6.135200000000007,86.99000000000001,0.34615384615384615,3,5,3,2,7,31,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like,DYDXQMQVVSSWFJ-UHFFFAOYSA-N,True,True,26,5,0,0,0,31,,False,False,False,False,False,False,True,pass,,Flavanones,Paulowniaceae,Paulownia,Paulownia tomentosa,10.3390/MOLECULES15096035
DYHOLQACRGJEHX-CYBMUJFWSA-N,valid,3,1,1,1,False,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@H](c1ccc(O)cc1)O2,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@H](c1ccc(O)cc1)O2,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@H](c1ccc(O)cc1)O2,DYHOLQACRGJEHX-CYBMUJFWSA-N,1,False,,True,True,3,True,0,False,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,300.31,300.099773612,3.1267400000000016,86.99000000000001,0.23529411764705882,3,5,3,2,1,22,0,1,0,True,none_of_selected_motifs,phenolic_OH,DYHOLQACRGJEHX-CYBMUJFWSA-N,True,True,17,5,0,0,0,22,,False,False,False,False,False,False,True,pass,,Flavanones,Amaryllidaceae;Ericaceae;Myrtaceae,Angophora;Pancratium;Rhododendron,Angophora costata;Pancratium maritimum;Rhododendron farrerae,10.1016/S0031-9422(98)00429-4;10.1039/JR9550003740;10.1039/JR9600002063
DYHOLQACRGJEHX-UHFFFAOYSA-N,valid,10,1,1,1,False,Cc1c(O)c(C)c2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,Cc1c(O)c(C)c2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,Cc1c(O)c(C)c2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,DYHOLQACRGJEHX-UHFFFAOYSA-N,1,False,,True,True,3,True,0,False,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,300.31,300.099773612,3.1267400000000016,86.99000000000001,0.23529411764705882,3,5,3,2,1,22,0,1,0,True,none_of_selected_motifs,phenolic_OH,DYHOLQACRGJEHX-UHFFFAOYSA-N,True,True,17,5,0,0,0,22,,False,False,False,False,False,False,True,pass,,Flavanones,Amaryllidaceae;Ericaceae;Fabaceae;Malvaceae;Thymelaeaceae,Cheniella;Hildegardia;Pancratium;Rhododendron;Wikstroemia,Cheniella glauca;Hildegardia barteri;Pancratium maritimum;Rhododendron;Rhododendron dauricum;Rhododendron farrerae;Rhododendron spinuliferum;Wikstroemia canescens,10.1007/S10600-009-9410-2;10.1007/S10600-010-9649-7;10.1016/S0031-9422(98)00429-4;10.1021/NP0503000;10.1021/NP100778K;10.1039/JR9550003740;10.1248/CPB.57.628;10.1248/CPB.60.554
DYHOLQACRGJEHX-ZDUSSCGKSA-N,valid,14,1,1,1,False,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,DYHOLQACRGJEHX-ZDUSSCGKSA-N,1,False,,True,True,3,True,0,False,0,False,0,False,0,False,False,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,17,True,O=C1CC(c2ccccc2)Oc2ccccc21,O=C1CC(c2ccccc2)Oc2ccccc21,300.31,300.099773612,3.1267400000000016,86.99000000000001,0.23529411764705882,3,5,3,2,1,22,0,1,0,True,none_of_selected_motifs,phenolic_OH,DYHOLQACRGJEHX-ZDUSSCGKSA-N,True,True,17,5,0,0,0,22,,False,False,False,False,False,False,True,pass,,Flavanones,Amaryllidaceae;Ericaceae;Fabaceae;Malvaceae;Thymelaeaceae,Cheniella;Hildegardia;Pancratium;Rhododendron;Wikstroemia,Cheniella glauca;Hildegardia barteri;Pancratium maritimum;Rhododendron;Rhododendron dauricum;Rhododendron farrerae;Rhododendron ferrugineum;Rhododendron spinuliferum;Wikstroemia canescens,10.1007/S10600-009-9410-2;10.1007/S10600-010-9649-7;10.1016/J.BMCL.2015.05.089;10.1016/J.JCHROMB.2004.06.048;10.1016/S0021-9673(01)01434-0;10.1016/S0031-9422(98)00429-4;10.1021/NP0503000;10.1021/NP100778K;10.1039/JR9550003740;10.1248/CPB.57.628;10.1248/CPB.60.554
