lotus_id,inchikey,smiles,class_np,family,genus,species,ref_id,source,accepted_rank,tax_status,original_name,accepted_name
LTS0032510,URROMFHEVDBJIW-NSHDSACASA-N,COc1cc(O)c([C@@H]2COc3cc(O)ccc3C2)cc1OC,Isoflavanones,Fabaceae,Dalbergia,Dalbergia odorifera,10.1248/CPB.37.979,GBIF Backbone Taxonomy,species,accepted,Dalbergia odorifera,Dalbergia odorifera
LTS0032510,URROMFHEVDBJIW-NSHDSACASA-N,COc1cc(O)c([C@@H]2COc3cc(O)ccc3C2)cc1OC,Isoflavanones,Fabaceae,Dalbergia,Dalbergia parviflora,10.1021/NP900676Y,GBIF Backbone Taxonomy,species,accepted,Dalbergia parviflora,Dalbergia parviflora
LTS0057808,URROMFHEVDBJIW-UHFFFAOYSA-N,COc1cc(O)c(C2COc3cc(O)ccc3C2)cc1OC,Isoflavanones,Fabaceae,Dalbergia,Dalbergia odorifera,10.1248/CPB.37.979,GBIF Backbone Taxonomy,species,accepted,Dalbergia odorifera,Dalbergia odorifera
LTS0057808,URROMFHEVDBJIW-UHFFFAOYSA-N,COc1cc(O)c(C2COc3cc(O)ccc3C2)cc1OC,Isoflavanones,Fabaceae,Dalbergia,Dalbergia parviflora,10.1021/NP900676Y,GBIF Backbone Taxonomy,species,accepted,Dalbergia parviflora,Dalbergia parviflora
LTS0066763,URZMTISBMITCOL-UHFFFAOYSA-N,COc1cc2c(cc1-c1coc3c4c(c(OC)c(OC)c3c1=O)OC(C)(C)C=C4)OCO2,Isoflavones,Fabaceae,Millettia,Millettia conraui,10.1021/NP970187G,GBIF Backbone Taxonomy,species,accepted,Millettia conraui,Millettia conraui
LTS0252385,USCBPBYCKSVQTN-JKSUJKDBSA-N,Cc1cc2c(cc1O)O[C@H](c1ccc(O)cc1)[C@@H](O)C2=O,Dihydroflavonols,Fabaceae,Lespedeza,Lespedeza cyrtobotrya,10.1021/NP800535G,GBIF Backbone Taxonomy,species,accepted,Lespedeza cyrtobotrya,Lespedeza cyrtobotrya
LTS0003944,USCBPBYCKSVQTN-UHFFFAOYSA-N,Cc1cc2c(cc1O)OC(c1ccc(O)cc1)C(O)C2=O,Dihydroflavonols,Fabaceae,Lespedeza,Lespedeza cyrtobotrya,10.1021/NP800535G,GBIF Backbone Taxonomy,species,accepted,Lespedeza cyrtobotrya,Lespedeza cyrtobotrya
LTS0194647,USRPOLGVGDBOGR-RJPLGMEXSA-N,COc1cc(C=CC(=O)OC[C@H]2O[C@@H](OC3=Cc4c(cc(O)cc4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)OC3=C3C=CC(=O)C=C3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)C=Cc3ccc(O)c(OC)c3)[C@@H](O)[C@@H]2O)ccc1O,Anthocyanidins,Brassicaceae,Raphanus,Raphanus sativus,10.1016/S0031-9422(02)00063-8,GBIF Backbone Taxonomy,species,accepted,Raphanus sativus,Raphanus sativus
LTS0249240,USXFRULVYXYYMD-HOTGVXAUSA-N,COc1cc2c(c(O)c1OC)C(=O)[C@H](O)[C@H](c1ccc(O)cc1)O2,Dihydroflavonols,Aizoaceae,Sesuvium,Sesuvium portulacastrum,10.1016/S0031-9422(00)82450-4,GBIF Backbone Taxonomy,species,accepted,Sesuvium portulacastrum,Sesuvium portulacastrum
LTS0224033,USXFRULVYXYYMD-UHFFFAOYSA-N,COc1cc2c(c(O)c1OC)C(=O)C(O)C(c1ccc(O)cc1)O2,Dihydroflavonols,Aizoaceae,Sesuvium,Sesuvium portulacastrum,10.1016/S0031-9422(00)82450-4,GBIF Backbone Taxonomy,species,accepted,Sesuvium portulacastrum,Sesuvium portulacastrum
LTS0159038,USZRAMUXEQHMID-SIFBFURESA-N,CC(C)=CCC/C(C)=C/Cc1c(O)ccc2c1O[C@]1(O)C(=O)c3c(O)cc(O)cc3O[C@]21CC=C(C)C,Dihydroflavonols,Moraceae,Morus,Morus cathayana,10.1016/S0031-9422(97)00564-5,GBIF Backbone Taxonomy,species,accepted,Morus cathayana,Morus cathayana
LTS0120407,UTABQRUZJVAFBL-RGVLZGJSSA-N,COc1c(O)c(C/C=C(\C)CCC=C(C)C)cc(-c2coc3cc(O)cc(O)c3c2=O)c1CC=C(C)C,Isoflavones,Fabaceae,Derris,Derris taiwaniana,10.1021/NP030554Q,GBIF Backbone Taxonomy,species,synonym,Millettia pachycarpa,Derris taiwaniana
LTS0074718,UTABQRUZJVAFBL-UHFFFAOYSA-N,COc1c(O)c(CC=C(C)CCC=C(C)C)cc(-c2coc3cc(O)cc(O)c3c2=O)c1CC=C(C)C,Isoflavones,Fabaceae,Derris,Derris taiwaniana,10.1021/NP030554Q,GBIF Backbone Taxonomy,species,synonym,Millettia pachycarpa,Derris taiwaniana
LTS0258282,UTHDGFYWNZCMEW-QGZVFWFLSA-N,C=CC(C)(C)c1cc([C@H]2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)c(OC)cc1O,Isoflavanones,Fabaceae,Sophora,Sophora tomentosa,10.1016/S0031-9422(97)00474-3,GBIF Backbone Taxonomy,species,accepted,Sophora tomentosa,Sophora tomentosa
LTS0248494,UTHDGFYWNZCMEW-UHFFFAOYSA-N,C=CC(C)(C)c1cc(C2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)c(OC)cc1O,Isoflavanones,Fabaceae,Sophora,Sophora tomentosa,10.1016/S0031-9422(97)00474-3,GBIF Backbone Taxonomy,species,accepted,Sophora tomentosa,Sophora tomentosa
LTS0025850,UTJACGGIQKDKBW-VIZOYTHASA-N,COc1cc(C2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC(O)C(C)(C)OC)c3O)O2)cc(OC)c1O,Flavanones,Paulowniaceae,Paulownia,Paulownia tomentosa,10.1021/ACS.JNATPROD.5B00005,GBIF Backbone Taxonomy,species,accepted,Paulownia tomentosa,Paulownia tomentosa
LTS0130034,UTMHQTAESOETQZ-LZYBPNLTSA-N,O=C1/C(=C\c2ccc3c(c2)OCO3)Oc2c1ccc1occc21,Aurones,Fabaceae,Muellera,Muellera obtusa,10.1016/S0031-9422(00)88935-9,GBIF Backbone Taxonomy,species,synonym,Lonchocarpus obtusus,Muellera obtusa
LTS0216255,UTMSPYXAMXSXRW-UHFFFAOYSA-N,COc1ccc(-c2coc3cc(O)c(O)c(O)c3c2=O)cc1O,Isoflavones,Iridaceae,Iris,Iris domestica,10.1248/CPB.43.1260,GBIF Backbone Taxonomy,species,accepted,Iris domestica,Iris domestica
LTS0216255,UTMSPYXAMXSXRW-UHFFFAOYSA-N,COc1ccc(-c2coc3cc(O)c(O)c(O)c3c2=O)cc1O,Isoflavones,Iridaceae,Iris,Iris domestica,10.1248/CPB.49.1229,GBIF Backbone Taxonomy,species,accepted,Iris domestica,Iris domestica
LTS0093162,UTQWTHAXMBKRPI-FUQNDXKWSA-N,C/C(=C/Cc1c(O)ccc(-c2cc3cc4c(cc3o2)OCO4)c1O)CO,2-arylbenzofurans,Fabaceae,Sophora,Sophora flavescens,10.1016/S0031-9422(02)00671-4,GBIF Backbone Taxonomy,species,accepted,Sophora flavescens,Sophora flavescens
LTS0151397,UTQWTHAXMBKRPI-UHFFFAOYSA-N,CC(=CCc1c(O)ccc(-c2cc3cc4c(cc3o2)OCO4)c1O)CO,2-arylbenzofurans,Fabaceae,Sophora,Sophora flavescens,10.1016/S0031-9422(02)00671-4,GBIF Backbone Taxonomy,species,accepted,Sophora flavescens,Sophora flavescens
LTS0139971,UUDOMPYHVUEXEE-GUYCJALGSA-N,Oc1ccc2c(c1)O[C@H]1c3cc4ccoc4cc3OC[C@@H]21,Pterocarpan,Fabaceae,Calopogonium,Calopogonium mucunoides,10.1515/ZNC-1985-7-805,GBIF Backbone Taxonomy,species,accepted,Calopogonium mucunoides,Calopogonium mucunoides
LTS0245476,UUEYVEYMQGMMQG-QGOAFFKASA-N,CC(C)=CCC/C(C)=C/COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Isoflavones,Fabaceae,Millettia,Millettia conraui,10.1016/S0031-9422(97)00518-9,GBIF Backbone Taxonomy,species,accepted,Millettia conraui,Millettia conraui
LTS0067433,UUEYVEYMQGMMQG-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCOc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Isoflavones,Fabaceae,Millettia,Millettia conraui,10.1016/S0031-9422(97)00518-9,GBIF Backbone Taxonomy,species,accepted,Millettia conraui,Millettia conraui
LTS0123876,UUHBTEICKNIXMR-FCIURPBASA-N,O=C1C=CC(=C2Oc3cc(O)cc(O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3C=C2O[C@@H]2O[C@@H](COC(=O)C=Cc3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C=C1,Anthocyanidins,Brassicaceae,Raphanus,Raphanus sativus,10.1016/S0031-9422(02)00063-8,GBIF Backbone Taxonomy,species,accepted,Raphanus sativus,Raphanus sativus
LTS0244282,UUJBHSNXZMGYBT-UHFFFAOYSA-N,CC1(C)C=Cc2c(ccc(C3COc4cc(O)ccc4C3)c2O)O1,Pterocarpan,Fabaceae,Erythrina,Erythrina herbacea,10.1055/S-0029-1240849,GBIF Backbone Taxonomy,species,accepted,Erythrina herbacea,Erythrina herbacea
LTS0244282,UUJBHSNXZMGYBT-UHFFFAOYSA-N,CC1(C)C=Cc2c(ccc(C3COc4cc(O)ccc4C3)c2O)O1,Pterocarpan,Fabaceae,Phaseolus,Phaseolus coccineus,10.1016/S0031-9422(00)80697-4,GBIF Backbone Taxonomy,species,accepted,Phaseolus coccineus,Phaseolus coccineus
LTS0082683,UUJBHSNXZMGYBT-ZDUSSCGKSA-N,CC1(C)C=Cc2c(ccc([C@@H]3COc4cc(O)ccc4C3)c2O)O1,Pterocarpan,Fabaceae,Erythrina,Erythrina herbacea,10.1055/S-0029-1240849,GBIF Backbone Taxonomy,species,accepted,Erythrina herbacea,Erythrina herbacea
LTS0082683,UUJBHSNXZMGYBT-ZDUSSCGKSA-N,CC1(C)C=Cc2c(ccc([C@@H]3COc4cc(O)ccc4C3)c2O)O1,Pterocarpan,Fabaceae,Phaseolus,Phaseolus coccineus,10.1016/S0031-9422(00)80697-4,GBIF Backbone Taxonomy,species,accepted,Phaseolus coccineus,Phaseolus coccineus
LTS0096374,UUJGHXKKHDPLPR-QFIPXVFZSA-N,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccc3c(c1)CCC(C)(C)O3)CC2=O,Flavanones,Fabaceae,Euchresta,Euchresta formosana,10.1016/S0031-9422(02)00017-1,GBIF Backbone Taxonomy,species,accepted,Euchresta formosana,Euchresta formosana
LTS0036239,UUJGHXKKHDPLPR-UHFFFAOYSA-N,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc3c(c1)CCC(C)(C)O3)CC2=O,Flavanones,Fabaceae,Euchresta,Euchresta formosana,10.1016/S0031-9422(02)00017-1,GBIF Backbone Taxonomy,species,accepted,Euchresta formosana,Euchresta formosana
LTS0184721,UUUQIJLJFWMTGD-APEPYPMRSA-N,C=C(C)C1Cc2cc3c(cc2O1)OC[C@H]1c2cc(O)c(OC)cc2O[C@@H]31,Pterocarpan,Fabaceae,Millettia,Millettia,10.1016/S0031-9422(02)00489-2,ITIS,genus,accepted,Millettia,Millettia
LTS0059715,UUUQIJLJFWMTGD-HTZUNMPGSA-N,C=C(C)[C@@H]1Cc2cc3c(cc2O1)OC[C@H]1c2cc(O)c(OC)cc2O[C@@H]31,Pterocarpan,Fabaceae,Millettia,Millettia,10.1016/S0031-9422(02)00489-2,ITIS,genus,accepted,Millettia,Millettia
LTS0155117,UUZFYLYXJNBXMI-DODNOZFWSA-N,COc1ccc(-c2coc3cc(O[C@@H]4[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]4O)c(OC)cc3c2=O)cc1,Isoflavones,Fabaceae,Cyclopia,Cyclopia intermedia,10.1021/JF0210730,GBIF Backbone Taxonomy,species,accepted,Cyclopia intermedia,Cyclopia intermedia
LTS0121985,UUZFYLYXJNBXMI-UHFFFAOYSA-N,COc1ccc(-c2coc3cc(OC4C(O)OC(CO)C(O)C4O)c(OC)cc3c2=O)cc1,Isoflavones,Fabaceae,Cyclopia,Cyclopia intermedia,10.1021/JF0210730,GBIF Backbone Taxonomy,species,accepted,Cyclopia intermedia,Cyclopia intermedia
LTS0060268,UVBDKJHYMQEAQV-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c(O)c1CC=C(C)C,Chalcones,Cannabaceae,Humulus,Humulus lupulus,10.1016/S0031-9422(00)00005-4,GBIF Backbone Taxonomy,species,accepted,Humulus lupulus,Humulus lupulus
LTS0060268,UVBDKJHYMQEAQV-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c(O)c1CC=C(C)C,Chalcones,Cannabaceae,Humulus,Humulus lupulus,10.1016/S0031-9422(00)97849-X,GBIF Backbone Taxonomy,species,accepted,Humulus lupulus,Humulus lupulus
LTS0060268,UVBDKJHYMQEAQV-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c(O)c1CC=C(C)C,Chalcones,Cannabaceae,Humulus,Humulus lupulus,10.3109/14756366.2015.1063621,GBIF Backbone Taxonomy,species,accepted,Humulus lupulus,Humulus lupulus
LTS0103130,UVBDKJHYMQEAQV-XYOKQWHBSA-N,COc1cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c(O)c1CC=C(C)C,Chalcones,Cannabaceae,Humulus,Humulus lupulus,10.1016/S0031-9422(00)00005-4,GBIF Backbone Taxonomy,species,accepted,Humulus lupulus,Humulus lupulus
LTS0103130,UVBDKJHYMQEAQV-XYOKQWHBSA-N,COc1cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c(O)c1CC=C(C)C,Chalcones,Cannabaceae,Humulus,Humulus lupulus,10.1016/S0031-9422(00)97849-X,GBIF Backbone Taxonomy,species,accepted,Humulus lupulus,Humulus lupulus
LTS0112135,UVDNRKMZMPBBTJ-DZGCQCFKSA-N,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)cc1O)[C@@H](O)C2,Flavan-3-ols,Podocarpaceae,Podocarpus,Podocarpus fasciculus,10.1248/CPB.56.585,GBIF Backbone Taxonomy,species,accepted,Podocarpus fasciculus,Podocarpus fasciculus
LTS0266689,UVDNRKMZMPBBTJ-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)cc1O)C(O)C2,Flavan-3-ols,Plumbaginaceae,Limonium,Limonium gmelini,10.1007/S10600-006-0052-3,GBIF Backbone Taxonomy,species,synonym,Limonium gmelinii,Limonium gmelini
LTS0266689,UVDNRKMZMPBBTJ-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)cc1O)C(O)C2,Flavan-3-ols,Podocarpaceae,Podocarpus,Podocarpus fasciculus,10.1248/CPB.56.585,GBIF Backbone Taxonomy,species,accepted,Podocarpus fasciculus,Podocarpus fasciculus
LTS0231823,UVDNRKMZMPBBTJ-ZFWWWQNUSA-N,Oc1cc(O)c2c(c1)O[C@@H](c1cc(O)c(O)cc1O)[C@@H](O)C2,Flavan-3-ols,Plumbaginaceae,Limonium,Limonium gmelini,10.1007/S10600-006-0052-3,GBIF Backbone Taxonomy,species,synonym,Limonium gmelinii,Limonium gmelini
LTS0157021,UVHLXFVVOMQROE-CWLASNIISA-N,Cc1c(O)cc2c(c1O)C(=O)[C@@H](c1cc3c(cc1O)O[C@]1(C)CC[C@H]4[C@@H]1[C@@H]3C4(C)C)CO2,Isoflavanones,Fabaceae,Desmodium,Desmodium incanum,10.1016/S0031-9422(03)00201-2,GBIF Backbone Taxonomy,species,accepted,Desmodium incanum,Desmodium incanum
LTS0232180,UVHLXFVVOMQROE-UHFFFAOYSA-N,Cc1c(O)cc2c(c1O)C(=O)C(c1cc3c(cc1O)OC1(C)CCC4C1C3C4(C)C)CO2,Isoflavanones,Fabaceae,Desmodium,Desmodium incanum,10.1016/S0031-9422(03)00201-2,GBIF Backbone Taxonomy,species,accepted,Desmodium incanum,Desmodium incanum
LTS0096166,UVHLXFVVOMQROE-XTNMLRMWSA-N,Cc1c(O)cc2c(c1O)C(=O)[C@H](c1cc3c(cc1O)O[C@@]1(C)CC[C@@H]4[C@H]1[C@H]3C4(C)C)CO2,Isoflavanones,Fabaceae,Desmodium,Desmodium incanum,10.1016/S0031-9422(03)00201-2,GBIF Backbone Taxonomy,species,accepted,Desmodium incanum,Desmodium incanum
LTS0027285,UVJBSWKDLJKBCL-UHFFFAOYSA-N,C=C(C)C1Cc2c(cc3oc4oc5cc(O)ccc5c4c(=O)c3c2O)O1,Isoflavanones,Fabaceae,Crotalaria,Crotalaria lachnophora,10.1021/NP1005218,GBIF Backbone Taxonomy,species,accepted,Crotalaria lachnophora,Crotalaria lachnophora
LTS0216540,UVNUGBQJLDGZKE-UHFFFAOYSA-N,O=C1CC(c2ccccc2)Oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)c(O)c(O)c21,Flavanones,Lamiaceae,Scutellaria,Scutellaria galericulata,10.1007/BF00567050,GBIF Backbone Taxonomy,species,accepted,Scutellaria galericulata,Scutellaria galericulata
LTS0216540,UVNUGBQJLDGZKE-UHFFFAOYSA-N,O=C1CC(c2ccccc2)Oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)c(O)c(O)c21,Flavanones,Lamiaceae,Scutellaria,Scutellaria lateriflora,10.1021/NP0205102,GBIF Backbone Taxonomy,species,accepted,Scutellaria lateriflora,Scutellaria lateriflora
LTS0117574,UVNUGBQJLDGZKE-XDZPIWCFSA-N,O=C1C[C@@H](c2ccccc2)Oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c21,Flavanones,Lamiaceae,Scutellaria,Scutellaria amoena,10.1016/S0928-3420(99)80040-8,GBIF Backbone Taxonomy,species,accepted,Scutellaria amoena,Scutellaria amoena
LTS0117574,UVNUGBQJLDGZKE-XDZPIWCFSA-N,O=C1C[C@@H](c2ccccc2)Oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c21,Flavanones,Lamiaceae,Scutellaria,Scutellaria baicalensis,10.1248/YAKUSHI1947.103.6_607,GBIF Backbone Taxonomy,species,accepted,Scutellaria baicalensis,Scutellaria baicalensis
LTS0117574,UVNUGBQJLDGZKE-XDZPIWCFSA-N,O=C1C[C@@H](c2ccccc2)Oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c21,Flavanones,Lamiaceae,Scutellaria,Scutellaria galericulata,10.1007/BF00567050,GBIF Backbone Taxonomy,species,accepted,Scutellaria galericulata,Scutellaria galericulata
LTS0117574,UVNUGBQJLDGZKE-XDZPIWCFSA-N,O=C1C[C@@H](c2ccccc2)Oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c21,Flavanones,Lamiaceae,Scutellaria,Scutellaria lateriflora,10.1021/NP0205102,GBIF Backbone Taxonomy,species,accepted,Scutellaria lateriflora,Scutellaria lateriflora
LTS0117574,UVNUGBQJLDGZKE-XDZPIWCFSA-N,O=C1C[C@@H](c2ccccc2)Oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c21,Flavanones,Lamiaceae,Scutellaria,Scutellaria scandens,10.1248/CPB.36.2371,GBIF Backbone Taxonomy,species,accepted,Scutellaria scandens,Scutellaria scandens
LTS0148735,UVPBNPUZWAOBQX-AFUJZTQMSA-N,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccccc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavanones,Bignoniaceae,Sparattosperma,Sparattosperma leucanthum,10.1016/J.CHROMA.2011.06.069,GBIF Backbone Taxonomy,species,accepted,Sparattosperma leucanthum,Sparattosperma leucanthum
LTS0148735,UVPBNPUZWAOBQX-AFUJZTQMSA-N,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccccc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavanones,Pteridaceae,Onychium,Onychium japonicum,10.1016/0031-9422(93)85552-3,GBIF Backbone Taxonomy,species,accepted,Onychium japonicum,Onychium japonicum
LTS0148735,UVPBNPUZWAOBQX-AFUJZTQMSA-N,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccccc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavanones,Sapindaceae,Litchi,Litchi chinensis,10.1021/JF104387Y,GBIF Backbone Taxonomy,species,accepted,Litchi chinensis,Litchi chinensis
LTS0148735,UVPBNPUZWAOBQX-AFUJZTQMSA-N,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccccc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavanones,Solanaceae,Nierembergia,Nierembergia linariifolia,10.1016/S0031-9422(00)98578-9,GBIF Backbone Taxonomy,species,accepted,Nierembergia linariifolia,Nierembergia linariifolia
LTS0203779,UVPBNPUZWAOBQX-UHFFFAOYSA-N,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccccc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,Flavanones,Bignoniaceae,Sparattosperma,Sparattosperma leucanthum,10.1016/J.CHROMA.2011.06.069,GBIF Backbone Taxonomy,species,accepted,Sparattosperma leucanthum,Sparattosperma leucanthum
LTS0203779,UVPBNPUZWAOBQX-UHFFFAOYSA-N,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccccc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,Flavanones,Pteridaceae,Onychium,Onychium japonicum,10.1016/0031-9422(93)85552-3,GBIF Backbone Taxonomy,species,accepted,Onychium japonicum,Onychium japonicum
LTS0203779,UVPBNPUZWAOBQX-UHFFFAOYSA-N,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccccc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,Flavanones,Sapindaceae,Litchi,Litchi chinensis,10.1021/JF104387Y,GBIF Backbone Taxonomy,species,accepted,Litchi chinensis,Litchi chinensis
LTS0203779,UVPBNPUZWAOBQX-UHFFFAOYSA-N,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccccc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,Flavanones,Solanaceae,Nierembergia,Nierembergia linariifolia,10.1016/S0031-9422(00)98578-9,GBIF Backbone Taxonomy,species,accepted,Nierembergia linariifolia,Nierembergia linariifolia
LTS0226968,UVQKYQGWGMUDAI-DKPGKWHWSA-N,C=C(C)[C@@H](CC=C(C)C)Cc1c2c(c(O)c3c1O[C@@H](c1ccc(O)cc1)[C@H]3c1cc(O)cc(O)c1)C(=O)C[C@@H](c1ccc(O)cc1O)O2,Flavanones,Fabaceae,Sophora,Sophora alopecuroides,10.1016/0031-9422(94)00720-E,GBIF Backbone Taxonomy,species,accepted,Sophora alopecuroides,Sophora alopecuroides
LTS0131423,UVQKYQGWGMUDAI-GCOCXCTMSA-N,C=C(C)C(CC=C(C)C)Cc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)[C@H]3c1cc(O)cc(O)c1)C(=O)C[C@@H](c1ccc(O)cc1O)O2,Flavanones,Fabaceae,Sophora,Sophora alopecuroides,10.1016/0031-9422(94)00720-E,GBIF Backbone Taxonomy,species,accepted,Sophora alopecuroides,Sophora alopecuroides
LTS0072535,UVQKYQGWGMUDAI-OLCIRRHLSA-N,C=C(C)[C@H](CC=C(C)C)Cc1c2c(c(O)c3c1O[C@@H](c1ccc(O)cc1)[C@H]3c1cc(O)cc(O)c1)C(=O)C[C@@H](c1ccc(O)cc1O)O2,Flavanones,Fabaceae,Sophora,Sophora alopecuroides,10.1016/0031-9422(94)00720-E,GBIF Backbone Taxonomy,species,accepted,Sophora alopecuroides,Sophora alopecuroides
LTS0030434,UVQKYQGWGMUDAI-PFVCLYDRSA-N,C=C(C)C(CC=C(C)C)Cc1c2c(c(O)c3c1O[C@@H](c1ccc(O)cc1)[C@H]3c1cc(O)cc(O)c1)C(=O)C[C@@H](c1ccc(O)cc1O)O2,Flavanones,Fabaceae,Sophora,Sophora alopecuroides,10.1016/0031-9422(94)00720-E,GBIF Backbone Taxonomy,species,accepted,Sophora alopecuroides,Sophora alopecuroides
LTS0030434,UVQKYQGWGMUDAI-PFVCLYDRSA-N,C=C(C)C(CC=C(C)C)Cc1c2c(c(O)c3c1O[C@@H](c1ccc(O)cc1)[C@H]3c1cc(O)cc(O)c1)C(=O)C[C@@H](c1ccc(O)cc1O)O2,Flavanones,Fabaceae,Sophora,Sophora alopecuroides,10.1016/J.BMCL.2015.05.062,GBIF Backbone Taxonomy,species,accepted,Sophora alopecuroides,Sophora alopecuroides
LTS0162120,UVQKYQGWGMUDAI-SRUZHMOASA-N,C=C(C)[C@@H](CC=C(C)C)Cc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)[C@H]3c1cc(O)cc(O)c1)C(=O)C[C@@H](c1ccc(O)cc1O)O2,Flavanones,Fabaceae,Sophora,Sophora alopecuroides,10.1016/0031-9422(94)00720-E,GBIF Backbone Taxonomy,species,accepted,Sophora alopecuroides,Sophora alopecuroides
LTS0144073,UVQKYQGWGMUDAI-UHFFFAOYSA-N,C=C(C)C(CC=C(C)C)Cc1c2c(c(O)c3c1OC(c1ccc(O)cc1)C3c1cc(O)cc(O)c1)C(=O)CC(c1ccc(O)cc1O)O2,Flavanones,Fabaceae,Sophora,Sophora alopecuroides,10.1016/0031-9422(94)00720-E,GBIF Backbone Taxonomy,species,accepted,Sophora alopecuroides,Sophora alopecuroides
LTS0274927,UVQKYQGWGMUDAI-ZDKLFESVSA-N,C=C(C)[C@H](CC=C(C)C)Cc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)[C@H]3c1cc(O)cc(O)c1)C(=O)C[C@@H](c1ccc(O)cc1O)O2,Flavanones,Fabaceae,Sophora,Sophora alopecuroides,10.1016/0031-9422(94)00720-E,GBIF Backbone Taxonomy,species,accepted,Sophora alopecuroides,Sophora alopecuroides
LTS0235031,UVVASRPYKPUSTA-VRRLNDPFSA-N,COc1cc(-c2oc3cc(O)cc(=O)c-3cc2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)ccc1O,Anthocyanidins,Ericaceae,Vaccinium,Vaccinium macrocarpon,10.1021/JF020728U,ITIS,species,accepted,Vaccinium macrocarpon,Vaccinium macrocarpon
LTS0235031,UVVASRPYKPUSTA-VRRLNDPFSA-N,COc1cc(-c2oc3cc(O)cc(=O)c-3cc2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)ccc1O,Anthocyanidins,Ericaceae,Vaccinium,Vaccinium macrocarpon,10.1271/BBB.60023,ITIS,species,accepted,Vaccinium macrocarpon,Vaccinium macrocarpon
